trial_id,geometry_trial_id,object_name,task_name,mode,policy_variant,benchmark_cell,seed,execution_success,goal_completion_pct,peak_success_count,tracking_success_rate,translation_rmse_m,rotation_rmse_deg,mean_translation_error_m,mean_rotation_error_deg,final_translation_error_m,final_rotation_error_deg,geometry_goal_count,execution_goal_count,reference_goal_count,execution_goal_transform,execution_goal_cycle_style,failure_stage,failure_category,error,artifact_dir,trace_path,resolved_baseline_object,eval_returncode,produced_eval_json,replay_artifact_path
0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained,0070_long_screwdriver_llm_only_x-0p150_y-0p080,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,34.0,34,0.004319654427645789,0.13165562751473406,124.75890931341394,0.11035602835810862,103.21686160988983,0.7701383030099448,167.40223301250086,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained.json
0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained,0071_long_screwdriver_llm_only_x+0p000_y-0p080,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,True,100.0,100,0.0035098915124441607,0.11107565359557202,106.96716689732636,0.08959230458541109,87.83132214123215,0.16193157751020526,77.88483402181845,100,100,100,identity,,,,,experiments/results/thesis_main_v3_v2/execution/artifacts/0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained.json
0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained,0072_long_screwdriver_llm_only_x+0p150_y-0p080,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,35.0,35,0.0011664074650077762,0.12925411813511317,115.57886533701557,0.10969870381681925,93.04614615511726,0.7555319696351924,97.79273291866124,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained.json
0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained,0073_long_screwdriver_llm_only_x-0p150_y-0p030,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,1.0,1,0.0,0.19732842359629366,160.3326847646536,0.19228881752002042,156.0565057591026,0.7280200576962353,172.7885744667157,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained.json
0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained,0074_long_screwdriver_llm_only_x+0p000_y-0p030,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,35.0,35,0.0,0.12420251825468642,110.82269049299637,0.10448557265240623,89.29752005492115,0.7974016659242049,131.64136421440838,100,100,100,identity,,execution_failure,object_z_low,,experiments/results/thesis_main_v3_v2/execution/artifacts/0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained.json
0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained,0075_long_screwdriver_llm_only_x+0p150_y-0p030,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,26.0,26,0.0008332561799833349,0.07402730396025847,49.259334801281085,0.06542996126083951,24.255286706995573,0.05081285592404219,13.090567968891783,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v2/execution/artifacts/0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained.json
0076_short_screwdriver_predefined_pretrained,0076_short_screwdriver_predefined,short_screwdriver,spin_vertical,predefined,pretrained,predefined + pretrained,0,False,1.3157894736842106,1,0.0,0.16296951999069806,6.602637579169216,0.1629681539457029,6.60263752685413,0.1629812298088528,6.6026855081776565,76,76,76,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v2/execution/artifacts/0076_short_screwdriver_predefined_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0076_short_screwdriver_predefined_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0076_short_screwdriver_predefined_pretrained.json
0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained,0077_short_screwdriver_llm_lie_x-0p150_y-0p130,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,88.15789473684211,88,9.258401999814833e-05,0.10672052636752892,89.61103751123328,0.09129104010376632,85.3534524146664,0.08631655777156695,89.65931746655751,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v2/execution/artifacts/0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained.json
0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained,0078_short_screwdriver_llm_lie_x+0p000_y-0p130,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,0.0,0.0992646014325698,99.44939905381975,0.0913028770032896,97.37051130428979,0.08253889178950305,102.91981382612634,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v2/execution/artifacts/0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained.json
0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,0079_short_screwdriver_llm_lie_x+0p150_y-0p130,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,9.825112988799372e-05,0.09897002500417318,59.5348582710785,0.0824370607068177,54.72905757332032,0.034593824255372205,96.42270037233148,9,76,76,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v2/execution/artifacts/0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained.json
0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,0080_short_screwdriver_llm_lie_x-0p150_y-0p080,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.10550695461426846,93.81626489876216,0.08529143333508997,82.9204399092315,0.03836424967649648,125.84231703052693,9,76,76,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v2/execution/artifacts/0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained.json
0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,0081_short_screwdriver_llm_lie_x+0p000_y-0p080,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,40.78947368421053,41,0.0,0.09679242778686008,75.85422198452711,0.08880076783556025,66.7078884923577,0.07432374162338927,86.19984831092867,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v2/execution/artifacts/0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v2/execution/artifacts/0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained.json
